Headlines,Fecha,traduccion
"La prima de la opa de BBVA repunta al 2,3% tras una sesión volátil",2025-10-01,The cousin of BBVA’s opa scores to 2.3% after a volatile session
BBVA: la mejora de la oferta permite a los fondos ir al canje,2025-10-01,BBVA: improved supply allows funds to go to exchange
Octubre activa la alerta de volatilidad en Bolsa,2025-10-01,October activates volatility alert on Stock Exchange
"Santander, BBVA y Sabadell coronan una racha histórica del Ibex",2025-10-01,"Santander, BBVA and Sabadell crown a historic streak of Ibex"
"Vanguard abrirá oficina en Madrid en noviembre, liderada por Pablo Bernal",2025-10-01,"Vanguard opens office in Madrid in November, led by Pablo Bernal"
"Torres: la decisión de David Martínez ""es una clara muestra del enorme atractivo"" de la opa",2025-09-30,"Torres: David Martínez's decision ""is a clear sign of the huge appeal"" of the Opa"
El consejo de Sabadell desmonta la oferta de BBVA,2025-09-30,Sabadell’s advice disassembles BBVA’s offer
"Así es David Martínez, el mayor accionista individual de Sabadell que irá a la opa",2025-09-30,"That's David Martinez, Sabadell's biggest individual shareholder who's going to the Opa."
El consejo de Sabadell recomienda no acudir a la opa mejorada de BBVA,2025-09-30,Sabadell’s advice recommends not to go to BBVA’s improved opa
Sabadell eleva su objetivo de remuneración al accionista hasta los 1.450 millones,2025-09-30,Sabadell raises its remuneration target to 1.450 million
El consejo de Sabadell se reúne con la previsión de un nuevo rechazo a la opa de BBVA,2025-09-30,Sabadell’s council meets with the anticipation of a new rejection of BBVA’s opa
"La Primera de Expansión sobre la familia March, BBVA, Gaza, Zijin Gold, Slim y Nvidia",2025-09-30,"The First Expansion on the March, BBVA, Gaza, Zijin Gold, Slim and Nvidia family"
BBVA simplificará la estructura de Sabadell si sale adelante la opa,2025-09-30,BBVA will simplify Sabadell's structure if the opa comes forward
Sabadell acelera la venta de créditos morosos en plena opa,2025-09-30,Sabadell accelerates the sale of default credits in full opa
'Start up' que triunfan con la ecuación de IA y finanzas,2025-09-30,'Start up' that triumph with the equation of AI and finance
"BBVA pagará el 7 de noviembre un dividendo de 0,32 euros por acción",2025-09-29,BBVA will pay on November 7 a dividend of 0.32 euros per share
El Ibex choca con sus máximos y cierra con suaves recortes,2025-09-29,The Ibex hits its peaks and closes with soft cuts
"BBVA prestará 13,9 millones al Ayuntamiento de Sabadell",2025-09-29,BBVA will lend 13.9 million to Sabadell City Council
¿Cuánto capital de Sabadell está en manos de accionistas minoritarios?,2025-09-29,How much of Sabadell's capital is in the hands of minority shareholders?
"BBVA enfila la tercera semana de 'road show"" para amarrar apoyos en la opa",2025-09-29,BBVA aligns the third week of 'road show' to tie up supports in the Opa
BBVA pausa objetivos comerciales para atender la opa,2025-09-29,BBVA pauses trade objectives to meet the opa
Valores españoles disparados un 100% en el año,2025-09-28,Spanish values fired 100% in the year
El consejo de Banco Sabadell prepara el 'no' a la opa mejorada de BBVA,2025-09-28,Banco Sabadell's board prepares the 'no' to BBVA's improved opa
BBVA-Sabadell: todas las claves para los accionistas ante la opa,2025-09-27,BBVA-Sabadell: all the keys for shareholders to the opa
BBVA libera 700 millones de euros con la subida de la opa sobre Sabadell,2025-09-27,BBVA releases 700 million euros with the rise of the opa over Sabadell
"Torres: ""Una segunda opa de BBVA por Sabadell no está encima de la mesa""",2025-09-26,"Torres: ""A second opa of BBVA by Sabadell is not on the table"""
Sabadell aumenta a 400 euros el premio para captar nóminas,2025-09-26,Sabadell increases to 400 euros the prize to capture payrolls
"La Primera de Expansión sobre Aena, BBVA, más aranceles, TikTok, Nintendo y el iPhone",2025-09-26,"The First Expansion on Aena, BBVA, more tariffs, TikTok, Nintendo and iPhone"
BBVA ve posible controlar Sabadell si obtiene entre el 30% y el 50% en la opa,2025-09-26,BBVA sees it possible to control Sabadell if it gets between 30% and 50% in the opa
"BBVA, Sabadell y el 'dilema del prisionero'",2025-09-26,"BBVA, Sabadell and the 'prisoner's dilemma'"
"Josep Oliu: ""La CNMV tendría que explicar cómo se calculará el precio de la segunda opa""",2025-09-26,"Josep Oliu: ""The CNMV would have to explain how the price of the second opa will be calculated"""
La bancaseguros de Zurich y Sabadell caduca en 8 años,2025-09-26,Zurich and Sabadell insurance banks expire in 8 years
La pugna entre BBVA y Sabadell acabará en 2026 si hay segunda opa,2025-09-26,The fight between BBVA and Sabadell will end in 2026 if there is a second opa
La prima que ofrece BBVA al accionista de Sabadell desciende al 2%,2025-09-26,BBVA’s premium to Sabadell’s shareholder drops to 2%
BBVA avisa de que revisará el dividendo de Sabadell,2025-09-26,BBVA warns that it will review the Sabadell dividend
"BBVA reitera que ""no tiene intención"" de renunciar a la condición de aceptación mínima de la opa",2025-09-25,"BBVA reiterates that it ""does not intend"" to waive the minimum acceptance condition of the opa"
La CNMV autoriza la mejora de la opa de BBVA sobre Sabadell,2025-09-25,The CNMV authorizes the improvement of BBVA’s opa on Sabadell
"La Primera de Expansión sobre BBVA, Turkish Airlines, Chery, Circle y el rating de España",2025-09-25,"The First Expansion on BBVA, Turkish Airlines, Chery, Circle and the rating of Spain"
Santander y BBVA dan una dosis extra de potencial al Ibex,2025-09-25,Santander and BBVA give an extra dose of potential to Ibex
BBVA-Sabadell: las 10 claves de una segunda opa,2025-09-25,BBVA-Sabadell: the 10 keys to a second opa
Los accionistas de Sabadell tendrán el 5% de BBVA si la opa alcanza el 30%,2025-09-25,The shareholders of Sabadell will have 5% of BBVA if the opa reaches 30%
BBVA podrá comprar más acciones de Sabadell si fracasa la segunda opa,2025-09-25,BBVA will be able to buy more Sabadell shares if the second opa fails
"La prima de la nueva oferta del BBVA sube al 2,9%",2025-09-25,BBVA’s new offer premium rises to 2.9%
"Juan Roig, Amancio Ortega y Martin Baron, mis grandes referentes",2025-09-24,"Juan Roig, Amancio Ortega and Martin Baron, my great referents"
"El Ibex, al filo de los 15.200 puntos apoyado en Indra y los bancos",2025-09-24,"The Ibex, at the edge of the 15,200 points supported by Indra and the banks"
BBVA admite que una segunda opa por Sabadell podría comprometer su plan de reparto de capital,2025-09-24,BBVA admits that a second opa by Sabadell could compromise its capital-sharing plan
"La Primera de Expansión sobre Sabadell, Indra, Santander, Escribano, Milei, Amazon y el apagón",2025-09-24,"The First Expansion on Sabadell, Indra, Santander, Escribano, Milei, Amazon and the blackout"
Sabadell traslada la batalla con BBVA a una segunda opa,2025-09-24,Sabadell moves the battle with BBVA to a second opa
Las ataduras que tendría para BBVA una segunda opa,2025-09-24,The ties I would have to BBVA a second opa
BBVA gana potencia de dividendo tras mejorar la opa por Sabadell,2025-09-24,BBVA gains dividend power after improving the opa by Sabadell
BlackRock espera más subidas del Ibex pese al rally,2025-09-24,BlackRock expects more Ibex climbs despite the rally
El Ibex recupera los 15.100 puntos a la espera la intervención de Powell,2025-09-23,"The Ibex recovers the 15,100 points awaiting Powell's intervention"
Los fondos piden una mejora adicional de la oferta de BBVA por Sabadell de entre el 15% y el 20%,2025-09-23,The funds ask for an additional improvement of the offer of BBVA by Sabadell of between 15% and 20%
"BBVA, ante el riesgo de emprender una lucha por el control del consejo de Sabadell",2025-09-23,"BBVA, faced with the risk of launching a struggle for control of Sabadell’s council"
Citi otorga un precio récord a Santander al elevar un 34% su valoración,2025-09-23,Citi gives Santander a record price by increasing its rating by 34%
"La Primera de Expansión sobre BBVA, Sabadell, Nvidia, Bill Gates,, Heineken y Jimmy Kimmel",2025-09-23,"The First Expansion on BBVA, Sabadell, Nvidia, Bill Gates, Heineken and Jimmy Kimmel"
La CNMV pone en pausa el período de aceptación de la opa de BBVA sobre Sabadell,2025-09-23,CNMV pauses the acceptance period of BBVA’s opa on Sabadell
"José Ramón Iturriaga (Abante): ""La nueva oferta de BBVA no va a ser suficiente""",2025-09-23,"José Ramón Iturriaga (Abante): ""The new offer of BBVA will not be enough"""
Fase final de la OPA: la operación tendrá alivio fiscal si BBVA logra controlar Sabadell,2025-09-23,Final phase of the OPA: the operation will have fiscal relief if BBVA manages to control Sabadell
El Supremo admite a trámite el recurso de BBVA contra el Gobierno,2025-09-22,The Supreme Court accepts BBVA's appeal against the Government
"Con el nuevo precio, ¿hay que acudir a la opa de BBVA sobre Sabadell? con José Ramón Iturriaga, de Abante",2025-09-22,"With the new price, do you have to go to BBVA's opa about Sabadell? with José Ramón Iturriaga, from Abante"
"Los minoritarios de Banco Sabadell: la nueva oferta de BBVA es ""peor"" que la inicial",2025-09-22,"The minority of Banco Sabadell: BBVA's new offer is ""worse"" than the initial one"
Sánchez se reunirá con Bill Gates y el Rey asistirá a la cena de Trump,2025-09-22,Sanchez will meet Bill Gates and the King will attend Trump's dinner
"Sabadell pierde un 4% en Bolsa tras la mejora de la oferta de BBVA, que baja cerca del 3%",2025-09-22,"Sabadell loses 4% on the Stock Exchange after the improvement of BBVA’s offer, which drops by about 3%"
Escrivá plantea acortar los plazos de las OPA tras los 16 meses de pugna del BBVA por Sabadell,2025-09-22,Escrivá proposes to shorten the deadlines of the OPA after the 16 months of fight of BBVA by Sabadell
La opa de BBVA sobre Sabadell vuelve a tener prima positiva de más del 3%,2025-09-22,BBVA's opa on Sabadell again has a positive premium of more than 3%
"González-Bueno: ""No se puede decir que vamos a competir con JP Morgan porque se unan BBVA y Sabadell""",2025-09-22,"González-Bien: ""You can't say that we're going to compete with JP Morgan because they join BBVA and Sabadell"""
BBVA asume que la opa será ahora menos rentable para sus propios accionistas,2025-09-22,BBVA assumes that the opa will now be less profitable for its own shareholders
"Sabadell dice que la opa de BBVA sigue siendo ""muy débil"" tras subir ""poco"" el precio",2025-09-22,"Sabadell says BBVA's opa is still ""very weak"" after ""little"" price rises"
El Ibex mira hacia los 15.300 puntos con la vista puesta en BBVA y Sabadell,2025-09-22,"The Ibex looks at the 15,300 points with the view put in BBVA and Sabadell"
BBVA modifica su oferta por Sabadell,2025-09-22,BBVA modifies its offer by Sabadell
"La Primera de Expansión sobre Iberdrola, BBVA, Ebro Foods, TikTok, Musk, Palestina y LVMH",2025-09-22,"The First Expansion on Iberdrola, BBVA, Ebro Foods, TikTok, Musk, Palestine and LVMH"
"Deutsche, BBVA e Ibercaja pelean en los tribunales por multas millonarias",2025-09-22,"Deutsche, BBVA and Ibercaja fight in court for millionaire fines"
"BNP: ""El temor a las altas valoraciones de la banca es infundado""",2025-09-22,"BNP: ""The fear of high bank ratings is unfounded"""
BBVA: otra semana de 'road show' con accionistas de Sabadell,2025-09-22,BBVA: another week of 'road show' with Sabadell shareholders
BBVA decide esta semana si mejora la oferta por Sabadell o amplía el plazo,2025-09-22,BBVA decides this week whether to improve the offer by Sabadell or extend the deadline
BBVA tiene hasta el martes para mejorar su oferta por Sabadell,2025-09-21,BBVA has until Tuesday to improve its offer for Sabadell
Sabadell alerta: las acciones que se den a BBVA estarán bloqueadas un mes,2025-09-20,Sabadell alerts: actions given to BBVA will be blocked for a month
"Lecciones de Endesa para la opa de BBVA sobre Sabadell, 20 años después",2025-09-20,"Endesa lessons for BBVA’s opa about Sabadell, 20 years later"
"La acción de Sabadell acelera y amplía la prima negativa al 7,61%",2025-09-20,Sabadell’s action accelerates and extends the negative premium to 7.61%
Sabadell asegura que ningún cliente con acciones ha acudido a la opa de BBVA,2025-09-19,Sabadell assures that no customer with shares has gone to BBVA’s opa
"La Primera de Expansión sobre el Atlético de Madrid, Apollo, BBVA, Hacienda, Urbaser e Iberdrola",2025-09-19,"The First Expansion on Atlético de Madrid, Apollo, BBVA, Hacienda, Urbaser and Iberdrola"
La opa de BBVA sobre Sabadell es ya la cuarta más larga de Europa,2025-09-19,The BBVA opa on Sabadell is already the fourth longest in Europe
Sabadell es el banco que más cae en Bolsa en la fase de aceptación de la opa,2025-09-19,Sabadell is the bank that falls the most in stock market in the acceptance phase of the opa
Los fondos americanos suben posiciones en Sabadell,2025-09-19,American funds rise positions in Sabadell
Bruselas concede a España la prórroga para responder al expediente por la opa de BBVA,2025-09-18,Brussels grants Spain the extension to respond to the file by BBVA’s opa
"UBS nombra presidente de banca global a Javier Oficialdegui, quien regresa a España",2025-09-18,"UBS appoints Javier Oficialdegui as president of global banking, who returns to Spain"
"La Primera de Expansión sobre Fed, BBVA, Huawei, Meta, Google y Jimmi Kimmel",2025-09-18,"The First Expansion on Fed, BBVA, Huawei, Meta, Google and Jimmi Kimmel"
